Index,name,rating,comment,review.date,country,Year,Month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
274,Anonymous,7.4,"Jacob's Inn is a fine hostel, but I probably wouldn't stay there again. The breakfast really just consisted of toast and coffee. The 10-bed dorm was spacious and had power outlets, lockers and privacy curtains for every bed, but the en suite shower had a MAJOR drainage issue and always caused flooding onto the bathroom floor. The atmosphere was okay and there is a free walking tour every morning. It's also about a 15-20 minute walk to everything south of the River Liffey and the Temple Bar area.",26-Dec-17,"USA, ",2017,Dec,0,0,0,0,1,0,0,0,1,4
275,Anonymous,9.4,"Overall a great stay. It's a very large hostel, so you don't get quite the same close atmosphere as some places. This one feels much more camp-style, and it's harder to get to know people. But it was very clean, breakfast was great, staff overall really helpful, and great location in the city. Bunk beds were pretty comfortable; the curtains and reading lights are great but the pillow is absurdly flat. Outside of breakfast hours, coffee and tea is one euro, which is a little annoying.",26-Dec-17,"USA, ",2017,Dec,1,1,0,0,3,0,0,3,1,6
276,Anonymous,8.3,"Very nice hostel. Bit disappointing that the kitchen gets closed at 11. Plus you can’t drink at the hostel after 10pm which is a bit frustrating. Apart from that, not much wrong with it.",24-Dec-17,"Australia, ",2017,Dec,0,0,0,0,0,1,0,0,2,0
277,Anonymous,9.1,"Atmosphere was more like a hotel like a hostel, but previous reviews said that so I know what to expect. Overall a very nice experience in a location close to transport and a short walk from O'Connell Street and the main city sites.",24-Dec-17,"USA, ",2017,Dec,0,1,0,0,0,0,1,1,0,2
278,zkcrazy,9.4,"Loved loved staying here! I do have one complaint though. I was hungover and staying in bed when the cleaners came in to take care of empty beds and clean up. The bed above me was empty, so as they’re changing the sheets, they flip the mattress and all the crumbs from the dirty person staying before fell on my sorry face. Really wish that didn’t happen. Otherwise, I had a fantastic time staying at Jacobs. :) 9/10 would recommend.",Property Reply,"USA, ",2017,Dec,1,2,1,0,1,1,0,2,3,2
279,Anonymous,8.6,"Very good stay, a couple members of staff were very blunt and we felt that they weren’t very interested. However, good rooms and the curtains were a great idea. The free breakfast was very welcome after being out in Dublin the night before. Recommend the stay", ,"England, ",2017,Dec,0,1,1,0,1,1,1,2,0,4
280,Anonymous,9.4,The bedding was very comfortable and I liked that there was a curtain for privacy and USB plug ins so you didn’t have to buy an adaptor, ,"USA, ",2017,Dec,0,0,0,0,0,0,0,0,0,0
281,Anonymous,9.4,"Great place, one minute's walk from the bus station and the 747 from the airport drops you off pretty much right outside the hostel. plenty of stores and bars nearby. Downtown is a 10-15 minute walk. The staff were very accommodating and helpful.",18-Dec-17,"USA, ",2017,Dec,0,2,0,0,2,0,0,2,0,2
282,cedstarzric_04093276,8.3,"Everything is good but there is something wrong with the room 405. My friend encountered something beyond explanation at night while sleeping and he was not able to move at all. This affected all of us and our journey as well. We changed our room the next day and there was nothing unusual after that. So to everyone visiting, this serves as a soft reminder.",18-Dec-17,"Malaysia, ",2017,Dec,0,2,0,1,3,0,1,2,1,3
283,Anonymous,7.1,"Jacob's Inn is a huge establishment. It's got plenty of space to lounge around and all the necessary amenities (kitchen, wifi, hairdryers for hire, etc). Breakfast consists of a very basic bread/jam/cereal. The rooms are ok: beds have lockers underneath to lock up your whole suitcase and they also have curtains around the top for privacy. The place isn't very clean which was my biggest complaint. The shower was dirty and my sheets had suspicious-looking stains on them. It will do the job though!",18-Dec-17,"USA, ",2017,Dec,1,2,1,0,2,0,0,3,3,5
284,Anonymous,9.1,"V good proximity to airport bus stop + DART to Howth, about 20 min walk to temple bar but nice stroll in and out of town + not really noisy at night! Very clean but as a result often smell of bleach was around communal spaces...beds v v v comfy, individual curtain handy in 12 dorm as well as cages under bed (bring a padlock), en suite bathroom VERY clean with nice shower! Nice big eating area, breakkie good, although wish egg was available weekdays too...? Nice big screen for Netflix too :)",16-Dec-17,"England, ",2017,Dec,2,3,1,1,2,0,1,2,2,3
285,Anonymous,6.6,"They gave my friend a bed that was being used by someone else. The room next to ours had people yelling and hitting on the walls for about 2h in the middle of the night. Appart from that, the staff is nice.",16-Dec-17,"Canada, ",2017,Dec,0,0,0,0,1,0,0,1,0,1
286,Anonymous,7.7,Super loud at night from hallways & outside area. Good duvet on beds. Showers really weird with button you have to push about every 20 seconds to keep water going. Grear location to get to from airport - nice and easy.,15-Dec-17,"Canada, ",2017,Dec,0,2,1,0,1,0,1,1,1,1
287,Anonymous,10,"Absolutely would stay here again; it was an awesome spot! Still can't get over how good the value is for the cost- so inexpensive and so nice! Free breakfast (toast, cereal, eggs, etc.), free wifi, outlet converters are available if needed, CLEAN room and bathroom, laid back hangout areas, super nice staff, safe and secure. Was in a 4-bed room and loved it- comfy, good size, luggage ""lockers"" if you want them. Expectations were met and then some! Book it.",13-Dec-17,"USA, ",2017,Dec,0,1,0,0,4,0,1,3,0,6
288,scherleitnercaro8575,10,"It is a really nice hostel with very friendly and funny people who work there. I only stayed there one night to go to the airport in the morning, so I can‘t say anything about the breakfast. 
 I was a bit confused that you have to open almost every door with the card but it‘s actually really good because it makes the place safer. 
 The even offer an airport transport that pick you up directly from the hostel. 
 Sadly it was really loud in the room next to us, but the rest of the hostel was nice!",Property Reply,"Austria, ",2017,Dec,0,3,0,0,2,1,1,2,1,6
289,Anonymous,6.6,"We chose this hostel based on the price and high reviews, but were extremely underwhelmed. We arrived early in the morning and the staff didn't even ask our names to verify our booking before handing us keycards giving us access to most of the building. A few staff members were helpful when specifically asked, but most didn't go out of their way. The building was freezing cold, and the beds were extremely uncomfortable. It was either freezing out of the blanket or sweating like crazy under.", ,"USA, ",2017,Dec,1,0,0,1,1,1,0,2,4,3
290,ohheyitsmegan93,10,"Good hostel, they coordinate tours you can sign up for. The free walking tour was great! A must do! A larger hostel so it's not too easy to meet people. But over all a good experience here.", ,"USA, ",2017,Dec,0,1,1,0,1,0,2,2,0,1
291,hostelworld6049,9.4,One of the best. The only hostel I could find that had privacy curtains and a large kitchen. Good place to chill and in a great location.,09-Dec-17,"USA, ",2017,Dec,0,1,0,0,1,0,1,1,0,1
292,Anonymous,10,Very nice! Staff was helpful and nice. Having curtains is amazing when you have lots of people in a room. Lots of common space.,09-Dec-17,"USA, ",2017,Dec,0,0,0,0,1,0,0,1,0,1
293,Anonymous,6,"Very dirty, room and bathroom weren’t cleaned once in 3 night stay. Very noisy, from other guests and street, plus front door bell going all through the night. Very expensive compared to other hostels and not anything special. Wouldn’t stay here again.",09-Dec-17,"Australia, ",2017,Dec,1,0,1,0,1,0,0,0,2,1
294,Anonymous,9.1,One of best hostels I’ve stayed on. Smells clean all day long. Beds are pretty good and confy. Breakfast is meh but is included so you can’t really complain on that bit,09-Dec-17,"Portugal, ",2017,Dec,1,3,0,0,3,1,1,3,1,5
295,krystden,7.4,"If you’re a solo traveller I wouldn’t recommend this place, there’s not much in the way of atmosphere here to be able to meet people, the location is great if you need to get to the airport but otherwise it’s average. I also stayed at the Generator earlier that week and much preferred the vibe of that place! The only really great thing with Jacobs inn are those curtains on every bunk, makes it easy to get some privacy! Place is very clean and facilities are decent.",08-Dec-17,"Australia, ",2017,Dec,0,1,0,0,1,0,0,2,0,3
296,schurch_10022621,10,"On arrival to the hostel the staff at reception were extremely friendly and helpful. The whole hostel was very clean, with excellent ensuite bathrooms as well as the communal ones in the corridors. Bed were comfy, with plenty of secure under bed storage. Loved the common areas - good to meet people, with plenty of sofas, pool tables etc. Breakfast is really good - just basic toast and cereal but plenty of it! Would highly recommend this hostel, plus it’s location is very convienient!",08-Dec-17,"England, ",2017,Dec,0,3,0,0,6,0,1,6,0,9
297,Anonymous,6.6,Bog standard hostel. Nothing bad but nothing good.,07-Dec-17,"England, ",2017,Dec,1,1,1,1,1,1,1,1,2,1
298,sjhedquist,8.3,"This place did feel more like a hotel, which was appealing to me in searching for a hostel. Unfortunately, the social atmosphere that goes along with that was completely lost - I don't think I spoke to anyone my entire stay here. The ensuite bathrooms are a huge plus. Showers are of the push button variety but are really amazing and stay hot. Location was pretty decent: 20 minutes walking anywhere, but right next to the public transport and hop-on/hop-off bus stops. Overall very clean and quiet.",07-Dec-17,"USA, ",2017,Dec,1,2,0,0,2,2,0,2,2,6
299,amaankhan90831874,8,"This is a really nice hostel. The facilities are great, everything is clean the lounge area is super chill and there’s a lot to do. The staff is cool, not super interactive but they were nice. The location is nice of this place if you don’t mind walking 15-20 to get to the center. They have great walking tour and the rooms and beds are nice as well as bathrooms",07-Dec-17,"USA, ",2017,Dec,0,0,0,0,1,0,0,2,1,3
300,Anonymous,10,"The private room we stayed in was very nice and clean. I liked how it had a safe and towels included in it. The common areas are also really nice. The free breakfast was not suitable for the people in our group who were vegan or gluten free but for everyone else it seemed fine. The free walking tour really starts at eleven, they just pick up other people from different hostels along the way to the real meeting spot. The location was pretty nice too.",06-Dec-17,"USA, ",2017,Dec,0,1,0,0,3,0,0,4,0,8
301,isidoragaona,9.4,"Great hostel, the staff is super friendly, breakfast is good and the location is fantastic! Definitely enjoyed my stay :)",04-Dec-17,"Chile, ",2017,Dec,0,2,0,0,2,0,1,2,0,3
302,juliekatmatthews9289,8.9,"A funky, playful atmosphere. Nice rooms. The problem I had is that this is a very large hostel with concrete hallways - many of them. Every sound of guests - loud, drunk, shouting ones but also well intentioned ones - is heard easily as they reverberate through the hallways. Woke me up more times than I could count. Not a place for light sleepers! Otherwise, it’s a cool place.",02-Dec-17,"USA, ",2017,Dec,1,0,0,1,1,1,1,2,1,3
303,raphangelo,9.4,"First time ever staying in a hostel. Very impressed. Room came exactly as in pictures. Very handy to have the power socket, lights and curtains for privacy all within the bed. Will absolutely come back again and highly recommend to others.",02-Dec-17,"Singapore, ",2017,Dec,0,1,0,0,0,0,0,1,0,2
304,Anonymous,9.4,"It’s an awesome hostel. The staff are super funny and really helpful! I wasn’t a huge fan of the showers thought. They were clean, just not my fav.",30-Nov-17,"USA, ",2017,Nov,0,1,0,0,2,0,0,2,0,2
305,Anonymous,8.6,Everything was fine. I can recommend that hostel.,30-Nov-17,"Germany, ",2017,Nov,0,0,0,0,0,0,0,1,0,1
306,znich8339,9.1,"Nice clean hostel, good kitchen facilitys, was not to much going on to socialise so I done my own thing, the bed was a little hard for me others all was good :)",28-Nov-17,"Australia, ",2017,Nov,0,1,0,0,2,0,1,2,0,2
307,Anonymous,9.7,"Absolutely amazing hostel with such a great staff and atmosphere!!! Four friends and I stayed here while visiting Dublin and have recommend it to other friends who will be visiting. The staff was so friendly and offered great advice on locations and bars to visit. Also a very clean and comfortable hostel, truly had no complaints.",27-Nov-17,"USA, ",2017,Nov,0,1,0,0,2,0,0,4,0,4
308,Anonymous,8.9,I actually extended my stay at Jacobs Inn because it was so awesome. I found the actual hostel was hard to meet people but they offered a bar crawl that was great. Everything was clean and the staff were super friendly. I would definitely stay again!,27-Nov-17,"Canada, ",2017,Nov,0,1,1,0,3,0,0,3,1,4
309,Anonymous,10,Great hostel no complaints! It is right next to the airport bus stop making it extremely convenient for travel. The beds and facilities in the hostel are great will lots of really good common areas just to hang out and chill.,27-Nov-17,"Australia, ",2017,Nov,0,2,0,0,1,0,1,1,0,2
310,Anonymous,10,"Absolutely amazing ! Carla was fantastic! We have chosen this hostel again simply because it offers everything one might need and more.... We got a great place to stay for the night, work in the evening and even some recommendations with it came to food... Great job guys at Jacobs Inn.,... all the best! Marta and Reva",27-Nov-17,"Poland, ",2017,Nov,0,0,0,0,1,0,0,1,0,3
311,Anonymous,10,"I had a very nice stay, the hostel is huge so perfect for big groups as well. The curtains would give you privacy which is very nice.",27-Nov-17,"Italy, ",2017,Nov,0,1,0,0,1,0,0,1,0,1
312,Anonymous,9.4,"Jacob's was the perfect hostel for my 2 days in Dublin. Super clean and safe facilities, within walking distance to all of the major sites, and the staff was all really friendly and helped me figure out what to do in my short time there. Atmosphere could have been better as it was a bit hard to meet people in the public areas, but the pub crawl was a perfect way to meet other people!",27-Nov-17,"USA, ",2017,Nov,0,4,1,0,4,0,0,4,1,6
313,memcgraw,9.4,"Great hostel! Very clean, comfy beds with privacy and nice washrooms. The location isn't the best but you can't beat staying here with their great deals! Would recommend to anyone.",27-Nov-17,"Canada, ",2017,Nov,0,0,0,0,1,0,0,2,0,2
314,Anonymous,9.7,"Great facilities, very clean and convenient for Connolly station, Busaras and the LUAS. If you're into trains the loop line runs at the back of the hostel. Security is excellent and the staff are invariably friendly and helpful. The breakfast is good too and they have Nutella!. Recommended.",24-Nov-17,"England, ",2017,Nov,0,2,0,0,5,0,1,5,0,8
315,slho236,9.1,This was my first experience travelling alone and I stayed in a 12 person all female room. It was great! There are storage crates that can be locked under the beds and charging ports in the bunks with curtains for privacy. Everything in Dublin is close so the location was perfectly fine. Would definitely stay again. They even had a shuttle to get me to the airport in the early morning hours (my flight was at 6:25am)! Staff was so friendly - quintessentially Dublin.,24-Nov-17,"USA, ",2017,Nov,0,2,0,0,1,0,0,1,0,2
316,Anonymous,8.9,"Good location tram stop nearby not to far to walk to the centre. Our room made a good base for our visit. Clean tidy and the shower was very useful. Staff excellent on the reception. The breakfasts were good although two breakfasts were without boiled eggs but we were early risers so we could be out and about. 
 Although the 24hr Q car park was a 15 - 20 minute walk away the discount ticket was useful. All in all we had a wonderful visit . Thanks",23-Nov-17,"England, ",2017,Nov,0,1,0,0,4,0,2,5,0,5
317,Anonymous,8.3,I thought the staff was lovely until one of the ladies in reception seemed very annoyed at questions and wouldn't help me trying to find a place. She didn't even try she just nodded and said I don't know where it is. The place is very clean. It's a 10 min walk to city center and it is located in front of a tram stop and the bus stop that takes you to and from the airport.,23-Nov-17,"USA, ",2017,Nov,0,3,0,0,2,1,1,3,0,3
318,Anonymous,10,"This hostel was very modern and clean, great location right by bus stop to and from the airport. Free luggage storage, free breakfast, free 3 hour walking tour pickup. My only complaints: they let a group of girls check after 12:30am, waking everyone up in the room. Also the shower was fine but it is one that you constantly have to push for water. Other than a compromised night of sleep, we loved our stay! Would come back again for sure.",22-Nov-17,"USA, ",2017,Nov,0,1,0,0,1,0,0,2,0,2
319,Anonymous,9.7,Only stayed for a couple hours but everything seemed really nice.,22-Nov-17,"USA, ",2017,Nov,0,0,0,0,0,0,0,0,0,0
320,Anonymous,8.6,"Great place for visiting Dublin.Location, facilities, breakfast all great. Awesome staff!",22-Nov-17,"Italy, ",2017,Nov,0,0,0,0,0,0,0,0,0,1
321,Anonymous,8.6,"The modern-feel hostel is within walking distance of Trinity College and Temple Bar (12 mins). We did not have a good experience with the staff. One of them was kind of mean. But overall, they were ok. We met people in the lobby the 2nd night and hung out with them, so overall a success for sociability. Fairly easy to get from the airport. The tram is down the street from the hostel. Pub crawl every night if that’s your thing.",21-Nov-17,"USA, ",2017,Nov,0,3,1,0,3,0,1,3,1,4
322,Anonymous,7.4,"There was so much noise in the 12 mixed dorm and the bathroom in the dorm was always dirty and there was water on the floor.It was better to use the shared toilets.They moved the table football from the play room to the lounge and it was noisy too.Arriving at the reception there were neither lockets nor adaptors to borrow/buy.Someone from my dorm stole my charger together with the adaptor.Besides these, the staff was very polite and helpful, breakfast was good and the free tour was outstanding!",21-Nov-17,"Greece, ",2017,Nov,1,2,1,0,4,0,1,2,5,7
323,Anonymous,5.7,The hostel was decent but why the hell did they close the outside area up on the 4th floor early? Room smells as well.,21-Nov-17,"USA, ",2017,Nov,1,0,1,1,0,1,0,0,1,1
324,Anonymous,9.1,"Great hostel. Cool staff, good facilities and individual curtains, power and lighting for each bed. Would recommend if looking for a cheap bed. Ps Alan who works there and does the walking tour is a legend!",20-Nov-17,"Australia, ",2017,Nov,0,1,0,0,1,0,1,2,1,3
325,Anonymous,10,Best hostel! Recommended to all!,20-Nov-17,"Canada, ",2017,Nov,0,0,0,0,0,0,0,0,0,0
326,joaogodamaral6650,10,"love, love this place, very happy I chose Jacobs....
 
 Gabe",19-Nov-17,"Canada, ",2017,Nov,0,1,0,0,2,0,0,1,0,2
327,Anonymous,9.7,"I would definitely stay here again. Facilities were great, and appreciated the curtains + usb plug + light in every bunk. Even though there were a ton of other beds, it still felt spacious and not claustrophobic. Felt secure. Good atmosphere and made some friends. Clean bathrooms.",19-Nov-17,"Canada, ",2017,Nov,0,1,0,0,2,0,1,2,0,3
328,Anonymous,9.7,"Very quiet option a bit away from all the action of Temple Bar. Security was great and the little lounge area allowed for me and my boyfriend to catch up on some homework while on our trip. Everything was extremely clean for a hostel. The showers and facilities in my room were very eco friendly, to the extent that the shower button put out water for about 15 seconds and then stopped. This made for a bit of an annoying shower experience but we made do and I understood the goal. Great experience!",18-Nov-17,"USA, ",2017,Nov,1,1,0,1,2,1,2,2,2,5
329,Anonymous,10,I was too drunk to remember the hostel😂,18-Nov-17,"England, ",2017,Nov,0,0,0,0,0,0,0,0,0,0
330,Anonymous,9.7,"We had a wonderful stay at Jacob's Inn this past weekend! We originally booked a 12 bed mixed dorm but upon check in at reception learned that we had been randomly selected to recieve a room upgrade and got to stay in a private room for the whole weekend! This place is perfect for a weekend in Dublin: clean, spacious, nice staff, and the free breakfast is a nice added perk!",18-Nov-17,"USA, ",2017,Nov,0,1,0,0,3,0,2,3,0,6
331,Anonymous,10,Good place to stay,17-Nov-17,"Ireland, ",2017,Nov,0,1,0,0,1,0,1,1,0,1
332,Anonymous,10,"My friend and I had such a great stay, would recommend to all! People at the reception were very helpful and gave me maps + awesome suggestions for donut places, pubs and restaurants around the city. Facilities were good, location excellent and all in all I had a very pleasant time here! Hostel was clean, quiet and got a full night's sleep for both nights I was here. Very happy with this stay!",16-Nov-17,"USA, ",2017,Nov,0,4,0,0,7,1,2,8,0,10
333,Anonymous,10,"Great hostel, can't fault this place at all. We booked a four person dorm as we travelled up from Cork for a concert in the 3 Arena - so this was the perfect location.",16-Nov-17,"Ireland, ",2017,Nov,0,1,0,0,1,1,0,1,1,1
334,Anonymous,9.4,"Jacob's Inn was the perfect place to stay in Dublin! The facility felt very secure and clean, almost like a hotel. The staff was very helpful in providing food recommendations and advice on transportation. The hostel itself was an easy half an hour bus ride from the airport. Being on the North Side of the city, the hostel isn't right inside the tourist chaos of Temple Bar but still close enough to walk to all the main attractions. The free breakfast isn't the best but we ate out anyway.",16-Nov-17,"USA, ",2017,Nov,1,3,0,1,5,1,0,6,1,7
335,amcgovern,10,"Staff were all very helpful and friendly, gave great advice for places to eat and drink. The hostel was very clean and well run, felt almost more like a hotel. Definitely a popular spot, met a ton of interesting people (pub crawl is well done... 12€ but you’ll probably end up spending a bit more on additional drinks... still a decent value if you’re looking for something to do for a night.) Overall other guests and staff were very respectful, and I always felt safe even as a solo traveler.",16-Nov-17,"USA, ",2017,Nov,0,1,1,0,4,0,0,6,1,8
336,Anonymous,7.7,"Jacob’s is an okay hostel overall, but I had a horrible stay there. There’s no age cap on residents and I ended up in a mixed room that was mostly elderly men while I’m a young, single female. Other than that, I met some really cool people here and the breakfast was great but the residents in my room made it difficult for me to enjoy my time there. If you have a room full of cool people though, it’s great for a few nights in Dublin, especially for the price.",14-Nov-17,"USA, ",2017,Nov,1,4,1,2,2,0,1,2,1,6
337,Anonymous,6.3,"One of my least favorite hostel experiences I've had to date. This place is run more like a hotel meaning the staff are just there to check you in and out, there are no events except for the paid pub crawl they push, and a good amount of the guests are working in the area. I was in a ten bed and had five much older men in my room, snoring like bears, and they woke up early to get ready to go to work. It was just a very uncomfortable situation and wouldn't recommend for other social travelers.",14-Nov-17,"USA, ",2017,Nov,0,2,1,0,2,1,1,3,2,4
338,Anonymous,10,A great placr in a superb location I will be back highly recommended,14-Nov-17,"Ireland, ",2017,Nov,0,0,0,0,0,0,0,0,0,1
339,Anonymous,6.6,"Check in time can only after 3:00pm and kitchen close at 3:30pm, it's not possible to make any food when I arrived in hungry. Location is good, very near by bus station. When I arrived, the room still have some available beds, but the arrange a bed front of toilet door to me the smell not ok.",14-Nov-17,"Taiwan, ",2017,Nov,1,3,2,0,2,0,1,2,3,2
340,Anonymous,9.1,"A really nice hostel, lots and lots of activities to do to help meet people and see the city, we did the walking tour which was super fun, also the pub crawl which was great to meet people and we did a day tour to Wicklow mountains which was gorgeous! The location is quite central near the tram and one of the train stations. The rooms and bathrooms were always very clean and you saw staff cleaning them very often which was good peace of mind",13-Nov-17,"Australia, ",2017,Nov,0,3,1,0,5,0,1,3,1,6
341,abbyv149,8.3,"I met some cool kats at this hostel. The staff was great and the atmosphere was very chill and welcoming. I usually don’t have a problem with hostels since I stay with 10 people in a room. The only thing was that I was not able to get any hot water for my shower. I took a quick shower with freezing water, haha! So so fun! :)",11-Nov-17,"USA, ",2017,Nov,1,1,0,1,1,1,0,0,2,2
342,Anonymous,7.7,The hostel itself was lovely and well equipped but one night reception staff member was very rude.,10-Nov-17,"England, ",2017,Nov,0,1,0,0,1,1,1,1,0,1
343,Anonymous,8.9,"I stayed here with a friend as we we're attending a lecture at Our Ladies Hospice. Staff we're really helpful and buzzing with energy on the Friday night shift and full of great recommendations. The room was spacious and the bathroom had a nice big shower and bathroom facilities. However on the second night the toiler could not flush. Beds were comfy with privacy from curtains and all charging points available, as well as own private light. Great free breakfast. Overall joyful stay.",10-Nov-17,"England, ",2017,Nov,0,0,0,0,3,1,0,3,0,7
344,bolton,10,Excellent,09-Nov-17,"Ireland, ",2017,Nov,0,0,0,0,1,0,0,1,0,1
345,Anonymous,10,"Great location! Only a 10-minute walk to one of the main drags in Dublin, O'Connell street, which offers many shops, restaurants, and the starting point for many hop-on-hop-off and day-trip tour buses. Such easy access! It is also right across the street from the Airlink Bus Stops, making it so easy to get to from the Dublin Airport. I traveled with 3 children (8months, 6 and 9), and we felt right at home here. Highly recommend for a budget-friendly trip.",09-Nov-17,"USA, ",2017,Nov,0,1,0,0,0,0,1,1,0,2
346,michellekthompson8190,6.3,"Probably one of the worst hostel experiences I''ve ever had. The staff were just so rude. When I checked in they were laughing at about how dumb another guest was which made me very uncomfortable. I also had an incident where I misheard one of the receptionists about how to use the laundry and when I came back to clarify both receptionists were very sarcastic towards me, were laughing and trying to make me look dumb in front of several other guests. Would absolutely never recommend to anyone.",07-Nov-17,"Australia, ",2017,Nov,0,0,0,0,1,0,1,1,2,3
347,Tzimisce25,7.7,"Nice place, good location. The staff is friendly, but slow. There are 3 people at the reception and 1 handles the guests only. This is a huge problem, because it is a big hostel and it is quite crowded. Also, the door key cards, which are extremely overused due to security reasons, and they are NOT GOOD quality, they became broke easily causing HUGE problems. During my 3 days stay and had to change my door keys 3 times, incuding 1 change at the beginning.",07-Nov-17,"Hungary, ",2017,Nov,0,2,0,3,2,2,1,2,2,2
348,Anonymous,8,"This was my first hostel and a great experience. They provided linens, reasonable priced and in decent walking distance from most Dublin sight-seeing locations. The push button shower was a challenge but glad making efforts to conserve water. Breakfast was minimal with toast, cereal and fruit. Would suggest the hostel to invest in a reuseable water refilling station. I had to purchase water at local stores (also available in vending machines). Front desk sales bus tickets and excursions.",06-Nov-17,"USA, ",2017,Nov,1,1,0,1,2,0,0,1,1,5
349,Anonymous,7.7,Good hostel. Except the Romanians night shift are awfully not sympathetic. I needed 3 weeks stay. But they chased me because I wanted a long stay. And the manager refused to extend my booking.,05-Nov-17,"France, ",2017,Nov,0,2,0,1,2,2,1,2,1,3
350,Anonymous,8.9,"I got to the hostel on Sunday around 11:30, check in wasn't until 3, but they have a luggage room. Unfortunately the luggage room was full so I had to just hang out with my stuff until I could get into the room. I stayed in a 12 bed girls room - appreciated that the bunks had curtains on them. It was very noisy, but that's kind of what you get with 12 people. It would make it better if maybe the door to the room and bathroom were fixed - they both make terrible noise when opened/shut.",05-Nov-17,"USA, ",2017,Nov,2,0,1,1,1,1,0,2,3,2
351,sophielou_89726,8.6,Stayed at Jacobs for 3 nights. Lovely hostel and super friendly staff - they moved me into another dorm room with no issues after I was placed with 3 older men. Easy walk into the city centre. Bit dodge late at night - if your alone would recommend a cab back. Would stay again and recommend to others. Thanks 👍🏼 xx,03-Nov-17,"England, ",2017,Nov,0,2,0,0,2,3,1,3,1,4
352,Anonymous,9.7,"This place was fantastic. It had everything you needed. There were security lockers, curtains for privacy, a friendly atmosphere, free breakfast, and it was secure. The only down side was that the shower was poorly designed so that it flooded the bathroom if you took more than a 2 minute shower.",02-Nov-17,"USA, ",2017,Nov,0,1,0,0,1,0,0,1,1,2
353,Anonymous,9.4,"Wonderful hostel when in Dublin! Very friendly and helpful staff, great location, clean rooms and bathrooms, delicious breakfast! I'd recommend staying there.",31-Oct-17,"Austria, ",2017,Oct,0,1,0,0,5,0,1,5,0,7
354,Anonymous,10,Really great hostel. Loved being able to shut the curtain on my bed and know my bag was safe in a cage underneath me! Would absolutely stay again!,31-Oct-17,"Australia, ",2017,Oct,0,0,0,0,1,1,0,1,1,1
355,MadiPants,10,"This hostel is absolutely amazing and by far one of the best i’ve stayed in. All the facilities were super clean, the staff was extraordinarily kind and helpful, and the residents were friendly. It was close to a lot of great activities and I would absolutely stay here again.",30-Oct-17,"USA, ",2017,Oct,0,1,0,0,4,0,0,4,0,4
356,Anonymous,8,"Bring an extra blanket , they keep this place cold. I’m Canadian, I can do cold but this was nuts. Pillows and mattresses have definitely seen better days - wait for one side to go numb, flip, repeat every hour. As mentioned in other reviews, showers are push button activated and only barely warm enough which is definitely a problem considering how cold they keep the hostel. 
 Staff were friendly and helpful with day trip planning as well as pointing us to the best one way tour deals!",30-Oct-17,"Canada, ",2017,Oct,0,3,0,1,2,1,1,4,4,4
357,Anonymous,10,"This is a great hostel. Really enjoyed our stay. Pretty busy place but the rooms are still quiet (snoring aside). You can pay a bit more for a smaller dorm room, my recommendation, or go cheap on a big one. You get what you pay for in terms of traffic and volume. But all in all this property is great and the staff are fantastic. My one suggestion to the property would be to keep a narrower age range in some rooms to help everyone be more comfortable.",30-Oct-17,"Canada, ",2017,Oct,0,2,0,0,2,1,0,2,1,3
358,Anonymous,9.1,"Staff is informed, super convenient location across the street from the bus terminal, more spacious than your average hostel. Overall great. I was sick and glad I was here and not somewhere else.",29-Oct-17,"USA, ",2017,Oct,0,1,1,1,1,2,0,0,2,3
359,michellekthompson8190,8.3,Average hostel - staff were very rude.,29-Oct-17,"Australia, ",2017,Oct,0,0,0,0,0,0,0,0,0,0
360,Anonymous,8.6,"Good hostel, dodgy spot.",28-Oct-17,"USA, ",2017,Oct,0,1,0,0,1,0,1,1,0,1
361,Anonymous,8.3,"bit of a walk from centre but it's nothing. Great kitchen and staff are lovely! Bed with a curtain is always a plus, good hostel!",27-Oct-17,"England, ",2017,Oct,0,2,0,0,2,1,2,2,0,2
362,Anonymous,9.4,"One of the best hostels I've ever stayed in. Everything is really neat and clean. The beds have curtains, reading lights and chargers. Definitely recommended :D",27-Oct-17,"Brazil, ",2017,Oct,0,0,0,0,1,0,0,1,0,2
363,Anonymous,10,Perfect location in a very clean hostel. Each bed in my dorm had multiple USB and power points at the beds and each bed also had a curtain. Lockers under beds to secure your luggage. The ensuite bathroom was huge and very clean. The kitchen was also very big and well equipped. A really nice stay!!,27-Oct-17,"Australia, ",2017,Oct,0,1,0,0,2,0,0,2,0,2
364,dgr8indi7703,7.7,"Very spacious and friendly employees. Be sure to bring earplugs because there are many groups of travelers so they tend to be loud. I liked the privacy curtain on the bed. One bathroom in each room, but I used the community shower because it's bigger. The shower in my room didn't have hot water so that's part of the reason I don't shower there. It's quite a walking distance near the city center but it's closer to the train station.",26-Oct-17,"Indonesia, ",2017,Oct,1,1,0,0,1,0,0,2,0,5
365,Anonymous,9.7,"It was great, clean, nice room, the only thing that I can say, which isn't really a negative, was that the guests were mostly teens and early 20s, If I was that age I think this would have been the most fun place I could have possibly stayed, but I felt like an old man at 28. 
 
 The staff was super accommodating after showing up 8 hours early for check in, locking my key in my room, and just generally all super helpful helpful people",26-Oct-17,"USA, ",2017,Oct,0,1,0,0,3,1,0,2,2,4
